Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Moisture,Soil Type,Crop Type,Fertilizer Name
38,19,40,17.8,65.5,41.2,Loamy,Barley,DAP
33,66,133,22.5,72.1,45.3,Clayey,Sugarcane,20-20
99,58,1,41.0,95.4,15.3,Black,Oil seeds,14-35-14
78,58,149,43.2,14.6,48.6,Clayey,Pulses,14-35-14
24,27,192,15.5,64.1,22.7,Loamy,Tobacco,Urea
128,137,163,36.8,67.1,47.0,Black,Tobacco,10-26-26
73,113,26,28.0,22.0,47.4,Sandy,Barley,28-28
110,14,131,28.0,76.2,10.5,Red,Oil seeds,DAP
16,42,120,35.1,74.3,20.2,Red,Millets,Urea
46,62,109,23.1,35.3,13.1,Red,Paddy,17-17-17
61,57,160,35.2,21.0,57.6,Black,Sugarcane,20-20
37,126,18,29.8,38.4,49.3,Loamy,Pulses,14-35-14
101,64,119,44.6,39.1,48.5,Loamy,Cotton,Urea
133,106,88,25.0,88.4,55.8,Clayey,Oil seeds,14-35-14
81,55,186,28.6,68.2,22.4,Sandy,Paddy,28-28
113,106,36,38.5,50.1,35.0,Loamy,Barley,28-28
3,134,60,29.1,16.4,20.5,Loamy,Ground Nuts,14-35-14
120,128,101,19.8,27.8,13.5,Black,Maize,10-26-26
20,108,46,35.6,23.5,24.5,Red,Pulses,14-35-14
26,55,22,22.6,77.9,13.8,Red,Tobacco,Urea
35,109,176,30.2,94.9,53.8,Clayey,Wheat,28-28
136,5,108,30.1,30.7,52.9,Clayey,Paddy,DAP
75,56,126,33.3,27.8,43.7,Sandy,Pulses,14-35-14
103,84,193,31.0,81.9,24.8,Clayey,Tobacco,10-26-26
125,121,137,34.0,64.1,15.9,Sandy,Barley,28-28
10,46,126,22.0,32.9,58.0,Red,Pulses,14-35-14
136,32,189,41.1,72.4,30.6,Black,Millets,DAP
97,140,128,33.9,59.8,15.8,Sandy,Pulses,14-35-14
63,60,156,28.2,98.3,35.6,Clayey,Maize,10-26-26
48,6,57,30.2,50.1,10.9,Loamy,Paddy,DAP
24,130,28,33.9,73.2,22.7,Black,Maize,28-28
72,119,55,40.1,84.6,52.2,Red,Oil seeds,14-35-14
117,82,146,40.6,89.9,33.3,Red,Cotton,14-35-14
127,47,193,17.0,89.5,29.5,Sandy,Paddy,Urea
78,115,56,44.5,52.7,35.7,Red,Millets,20-20
122,66,82,17.1,76.7,40.4,Clayey,Tobacco,10-26-26
59,115,74,34.7,75.0,10.4,Black,Tobacco,14-35-14
136,91,158,39.1,80.5,37.4,Sandy,Sugarcane,20-20
135,57,100,30.6,44.1,43.9,Red,Oil seeds,14-35-14
98,43,28,26.6,71.0,27.3,Sandy,Tobacco,20-20
130,20,63,38.2,87.3,37.1,Sandy,Pulses,DAP
12,10,53,26.6,64.6,19.3,Red,Pulses,Urea
93,137,43,37.4,62.0,39.2,Loamy,Ground Nuts,14-35-14
114,89,22,34.8,82.5,23.6,Red,Sugarcane,20-20
60,128,172,39.8,53.8,23.9,Sandy,Barley,28-28
134,21,73,34.9,84.1,48.9,Red,Ground Nuts,DAP
100,83,203,19.5,32.7,33.2,Red,Wheat,28-28
95,78,4,33.9,87.8,49.2,Clayey,Barley,28-28
103,76,145,40.3,35.4,38.8,Black,Oil seeds,14-35-14
19,139,42,43.0,82.9,43.7,Black,Barley,28-28
90,94,142,24.1,41.4,58.1,Clayey,Cotton,10-26-26
47,34,85,15.4,79.7,41.2,Black,Ground Nuts,DAP
98,2,196,40.9,64.5,39.0,Black,Tobacco,DAP
73,60,170,32.4,63.0,53.4,Black,Cotton,14-35-14
58,132,50,28.3,56.5,53.1,Red,Sugarcane,DAP
13,31,138,40.0,45.2,53.2,Sandy,Tobacco,Urea
20,132,86,35.7,74.0,42.4,Black,Millets,Urea
63,70,3,27.4,31.6,12.1,Sandy,Cotton,14-35-14
92,141,177,15.6,81.0,40.5,Sandy,Sugarcane,20-20
39,117,19,43.8,60.1,34.4,Red,Ground Nuts,14-35-14
65,35,181,32.5,65.0,27.7,Clayey,Sugarcane,20-20
7,28,39,21.9,92.7,40.8,Red,Barley,Urea
6,44,186,41.6,30.9,46.9,Black,Wheat,DAP
36,118,56,29.0,86.9,13.1,Sandy,Millets,Urea
118,11,176,35.1,90.7,25.3,Clayey,Wheat,DAP
70,107,57,21.9,54.3,23.4,Loamy,Ground Nuts,14-35-14
14,83,130,44.6,28.3,15.7,Red,Pulses,14-35-14
109,135,92,22.0,25.2,22.8,Black,Millets,Urea
25,85,3,19.4,43.5,53.2,Clayey,Tobacco,10-26-26
30,118,10,31.9,83.1,16.9,Loamy,Millets,Urea
111,59,189,41.3,52.0,59.2,Black,Millets,Urea
8,21,140,25.4,61.1,59.6,Loamy,Wheat,Urea
14,62,166,31.9,79.8,57.0,Loamy,Maize,10-26-26
81,76,200,29.8,55.6,51.9,Black,Pulses,14-35-14
47,17,143,24.8,53.0,48.1,Sandy,Wheat,DAP
108,80,133,32.0,63.8,34.5,Clayey,Millets,Urea
38,71,24,37.2,38.0,16.6,Red,Tobacco,28-28
130,95,165,44.1,63.1,17.2,Black,Paddy,17-17-17
130,75,176,36.9,63.3,26.9,Loamy,Cotton,28-28
30,83,126,22.9,14.1,53.5,Sandy,Oil seeds,14-35-14
19,80,181,23.0,61.7,20.0,Sandy,Sugarcane,DAP
108,22,173,33.3,93.5,49.3,Loamy,Millets,DAP
15,118,1,37.8,58.1,45.2,Clayey,Wheat,28-28
93,81,12,35.2,79.6,12.3,Clayey,Sugarcane,20-20
115,142,200,29.0,80.5,16.2,Black,Maize,10-26-26
56,51,136,40.2,27.8,11.2,Sandy,Tobacco,DAP
135,71,154,20.2,46.7,50.1,Red,Oil seeds,14-35-14
102,94,16,21.3,61.9,52.8,Black,Cotton,10-26-26
101,53,199,38.3,34.2,27.3,Loamy,Millets,Urea
62,103,82,34.1,65.4,42.7,Loamy,Cotton,20-20
114,67,176,23.4,96.8,10.5,Clayey,Sugarcane,20-20
82,98,103,24.4,87.1,14.4,Sandy,Maize,10-26-26
113,131,165,16.9,21.9,18.1,Sandy,Millets,Urea
24,33,66,22.4,54.5,43.1,Clayey,Millets,Urea
103,9,66,23.8,23.9,57.1,Red,Pulses,DAP
104,43,25,36.5,87.6,27.8,Black,Maize,28-28
86,111,128,28.2,76.8,57.0,Red,Wheat,28-28
83,115,189,29.6,24.1,44.1,Sandy,Paddy,10-26-26
109,45,24,19.9,24.0,37.3,Loamy,Pulses,14-35-14
111,107,46,15.5,64.0,15.3,Black,Maize,28-28
39,137,88,43.3,21.1,22.7,Black,Cotton,17-17-17
54,36,55,17.8,64.3,21.3,Clayey,Pulses,14-35-14
103,50,29,40.9,33.2,53.7,Loamy,Ground Nuts,14-35-14
124,121,93,22.8,97.4,31.6,Clayey,Ground Nuts,14-35-14
88,75,128,28.7,33.5,40.7,Red,Sugarcane,20-20
78,21,165,41.9,82.3,17.9,Sandy,Maize,DAP
89,140,144,40.0,44.8,55.6,Sandy,Maize,10-26-26
53,26,12,28.8,40.1,56.6,Clayey,Cotton,DAP
57,48,150,30.9,16.8,33.8,Clayey,Barley,DAP
131,16,13,40.3,33.3,22.0,Black,Tobacco,DAP
80,99,162,27.1,85.7,50.7,Black,Cotton,10-26-26
49,64,98,25.6,49.5,43.8,Black,Maize,28-28
39,143,189,19.7,32.9,35.9,Red,Paddy,10-26-26
135,23,14,36.9,96.4,21.0,Black,Sugarcane,DAP
114,102,124,33.9,48.7,47.6,Red,Millets,Urea
59,97,170,41.8,70.6,10.4,Clayey,Paddy,10-26-26
107,3,92,42.5,35.6,52.2,Loamy,Millets,DAP
95,5,111,41.5,62.1,51.4,Loamy,Millets,DAP
95,131,190,26.9,76.6,27.3,Sandy,Ground Nuts,14-35-14
21,111,10,28.6,81.1,59.9,Black,Barley,28-28
17,112,72,20.4,67.6,21.1,Sandy,Wheat,28-28
111,24,73,41.9,21.2,29.7,Sandy,Tobacco,DAP
24,77,98,33.1,28.0,21.7,Sandy,Wheat,28-28
134,125,63,23.3,17.1,56.3,Clayey,Ground Nuts,14-35-14
15,17,186,32.5,15.0,49.4,Black,Ground Nuts,Urea
76,131,129,16.9,60.0,38.3,Red,Pulses,14-35-14
11,140,42,39.2,33.3,21.3,Red,Millets,20-20
35,27,117,25.1,88.9,14.2,Loamy,Paddy,20-20
123,124,36,36.8,55.7,44.7,Clayey,Pulses,14-35-14
105,20,63,23.9,92.3,37.4,Black,Tobacco,DAP
129,15,145,16.7,17.0,29.6,Red,Oil seeds,DAP
140,61,117,22.8,90.2,54.8,Loamy,Wheat,28-28
37,69,115,35.2,85.0,43.7,Sandy,Tobacco,28-28
4,86,125,31.1,21.1,11.7,Loamy,Sugarcane,28-28
41,136,105,30.1,24.1,18.5,Clayey,Sugarcane,10-26-26
84,82,94,29.0,67.3,30.6,Sandy,Cotton,14-35-14
59,16,95,40.5,31.3,56.7,Loamy,Sugarcane,DAP
138,118,84,38.4,15.4,50.9,Sandy,Ground Nuts,14-35-14
91,64,46,21.3,79.8,22.7,Sandy,Maize,28-28
107,18,153,23.6,22.0,58.2,Red,Millets,DAP
26,112,181,33.1,72.7,38.8,Red,Cotton,14-35-14
24,95,124,28.9,95.1,26.2,Red,Tobacco,Urea
46,21,184,40.5,17.9,46.7,Loamy,Barley,DAP
88,65,11,25.0,54.0,10.7,Loamy,Sugarcane,20-20
19,38,59,38.3,71.9,46.2,Loamy,Oil seeds,Urea
129,56,77,26.9,83.3,39.6,Black,Barley,28-28
102,23,148,17.1,21.7,40.0,Clayey,Tobacco,DAP
75,35,172,23.8,59.2,44.9,Loamy,Sugarcane,20-20
95,17,37,23.9,14.1,23.6,Sandy,Tobacco,DAP
103,139,143,42.1,86.0,16.4,Clayey,Ground Nuts,14-35-14
53,43,97,24.5,90.9,42.2,Sandy,Maize,28-28
96,30,98,25.7,35.9,10.6,Black,Ground Nuts,DAP
34,132,200,31.6,83.9,29.2,Clayey,Wheat,28-28
68,88,71,17.8,41.1,14.8,Clayey,Sugarcane,20-20
53,15,98,41.7,53.9,26.0,Black,Ground Nuts,DAP
80,83,69,32.8,73.7,28.2,Sandy,Paddy,28-28
107,108,19,37.6,89.1,35.0,Clayey,Cotton,20-20
140,140,187,38.0,40.4,34.6,Clayey,Ground Nuts,14-35-14
41,89,114,29.4,64.4,37.1,Black,Barley,28-28
38,11,182,22.0,68.8,51.0,Black,Tobacco,DAP
18,133,173,33.0,70.2,17.7,Loamy,Barley,28-28
51,117,174,25.9,69.1,33.3,Black,Cotton,10-26-26
101,109,139,25.8,92.4,11.0,Red,Oil seeds,14-35-14
12,88,124,36.1,42.5,43.8,Sandy,Millets,Urea
10,91,181,31.5,81.9,25.9,Loamy,Maize,10-26-26
25,53,28,25.2,57.5,18.1,Sandy,Ground Nuts,14-35-14
92,78,109,41.5,49.7,29.4,Black,Maize,10-26-26
63,86,6,34.5,96.1,17.6,Red,Paddy,DAP
49,51,160,18.8,47.7,18.1,Clayey,Oil seeds,14-35-14
3,0,70,32.9,89.0,38.8,Red,Maize,Urea
35,122,42,32.0,92.1,29.8,Black,Millets,Urea
30,3,164,17.4,94.8,47.8,Black,Cotton,10-26-26
29,21,202,38.7,92.8,28.0,Red,Oil seeds,Urea
0,126,185,44.6,42.0,29.7,Clayey,Pulses,14-35-14
100,145,94,44.9,14.9,54.8,Black,Millets,Urea
136,75,28,23.4,25.4,32.0,Black,Barley,28-28
17,2,134,42.1,47.0,20.8,Clayey,Tobacco,Urea
94,121,10,39.8,64.6,27.7,Red,Maize,28-28
126,133,169,38.5,65.5,30.7,Loamy,Millets,20-20
118,8,185,20.5,19.1,40.2,Red,Wheat,DAP
73,38,121,17.4,52.0,18.2,Clayey,Pulses,14-35-14
91,28,34,16.5,48.2,35.6,Loamy,Cotton,DAP
135,7,121,19.4,57.5,13.1,Black,Cotton,DAP
8,59,77,43.8,18.2,14.9,Clayey,Millets,Urea
0,9,109,28.6,52.8,56.8,Sandy,Oil seeds,Urea
111,77,168,20.0,19.1,44.5,Sandy,Oil seeds,14-35-14
24,17,189,26.5,61.7,13.8,Black,Paddy,Urea
55,110,136,27.5,16.1,26.8,Red,Oil seeds,14-35-14
66,135,5,36.9,41.1,29.7,Loamy,Oil seeds,14-35-14
117,81,110,21.2,64.5,15.6,Sandy,Paddy,10-26-26
34,52,25,41.2,85.4,21.2,Sandy,Sugarcane,Urea
118,18,81,39.3,37.4,46.6,Black,Maize,DAP
27,122,179,41.0,19.1,44.6,Black,Maize,10-26-26
79,37,76,33.6,62.9,13.0,Black,Sugarcane,20-20
45,71,182,43.5,89.6,55.4,Red,Cotton,14-35-14
64,133,150,24.1,76.9,45.0,Sandy,Oil seeds,14-35-14
86,56,102,31.6,63.0,20.5,Loamy,Ground Nuts,14-35-14
134,49,175,31.9,36.5,44.7,Black,Cotton,17-17-17
89,39,111,18.9,51.9,25.9,Clayey,Oil seeds,14-35-14
91,144,27,30.4,38.8,10.3,Clayey,Barley,28-28
37,133,172,24.6,23.0,16.4,Black,Barley,28-28
18,145,191,31.5,49.0,36.1,Black,Paddy,10-26-26
125,88,143,32.9,83.7,31.5,Sandy,Tobacco,10-26-26
72,128,41,20.4,37.1,19.9,Black,Barley,28-28
33,88,124,32.8,64.7,13.4,Loamy,Wheat,28-28
38,30,9,30.5,32.4,24.2,Black,Oil seeds,DAP
72,14,3,34.5,71.5,49.9,Clayey,Tobacco,DAP
15,142,98,31.7,74.8,43.1,Sandy,Tobacco,10-26-26
92,12,3,44.9,75.9,24.4,Loamy,Sugarcane,DAP
109,8,116,15.0,91.7,11.2,Black,Millets,DAP
11,36,73,42.4,17.5,35.6,Clayey,Tobacco,Urea
22,102,39,39.1,21.2,29.3,Red,Barley,28-28
88,30,177,24.9,18.7,19.1,Black,Pulses,DAP
121,102,105,36.8,45.6,17.4,Clayey,Oil seeds,14-35-14
68,58,187,23.1,31.1,49.2,Red,Ground Nuts,14-35-14
67,14,182,38.0,26.3,42.9,Sandy,Millets,DAP
48,143,110,23.0,83.9,14.1,Black,Tobacco,28-28
16,6,154,38.6,37.5,55.6,Loamy,Cotton,Urea
125,80,173,34.4,57.9,16.0,Clayey,Sugarcane,20-20
130,74,165,15.2,52.3,14.2,Red,Sugarcane,20-20
71,19,111,24.4,87.8,16.6,Black,Barley,DAP
55,34,122,34.2,40.4,53.0,Clayey,Maize,DAP
86,40,122,40.1,61.2,19.5,Black,Maize,10-26-26
126,132,47,39.9,75.0,15.3,Clayey,Tobacco,28-28
23,115,150,33.4,40.3,26.3,Red,Maize,10-26-26
14,49,35,22.0,73.8,41.5,Black,Barley,DAP
95,115,12,44.3,45.7,27.9,Loamy,Oil seeds,14-35-14
97,81,198,41.4,57.5,35.4,Clayey,Oil seeds,14-35-14
53,129,100,34.9,65.2,30.8,Black,Barley,28-28
21,34,15,40.6,71.9,16.9,Clayey,Paddy,Urea
131,84,166,24.6,65.3,59.8,Loamy,Pulses,14-35-14
15,50,104,32.1,55.2,53.1,Clayey,Paddy,DAP
99,85,63,23.4,84.7,47.6,Black,Oil seeds,14-35-14
17,70,192,22.0,74.7,25.4,Sandy,Ground Nuts,14-35-14
58,31,160,36.6,23.5,11.8,Black,Sugarcane,DAP
86,113,105,23.2,67.7,14.1,Loamy,Barley,28-28
112,38,188,30.3,88.1,53.3,Clayey,Barley,DAP
97,57,195,44.7,55.6,59.3,Loamy,Cotton,20-20
67,48,51,40.9,37.0,36.7,Loamy,Barley,DAP
75,41,178,18.7,15.6,55.2,Black,Oil seeds,14-35-14
112,23,127,17.0,30.1,37.8,Sandy,Ground Nuts,DAP
98,61,29,28.2,98.1,50.4,Red,Wheat,28-28
41,97,192,43.6,19.2,24.9,Sandy,Cotton,14-35-14
109,21,194,34.0,24.7,13.5,Sandy,Maize,DAP
124,128,51,40.9,24.2,18.6,Loamy,Cotton,Urea
15,122,60,29.5,32.3,15.8,Clayey,Ground Nuts,14-35-14
16,120,186,41.6,31.1,24.2,Loamy,Tobacco,17-17-17
77,15,70,32.8,74.3,19.7,Clayey,Sugarcane,DAP
139,69,149,37.2,69.5,17.8,Clayey,Maize,10-26-26
133,44,96,16.2,37.6,57.8,Loamy,Paddy,28-28
96,35,108,40.6,24.0,45.3,Loamy,Ground Nuts,14-35-14
96,79,86,33.6,55.1,33.9,Loamy,Sugarcane,20-20
86,33,96,43.1,92.9,54.4,Black,Cotton,DAP
134,104,0,31.9,71.7,56.3,Black,Sugarcane,20-20
125,96,73,44.0,70.6,38.2,Loamy,Pulses,14-35-14
31,14,61,39.7,31.6,33.5,Sandy,Millets,20-20
113,12,14,21.0,49.5,13.6,Red,Sugarcane,DAP
73,24,100,25.8,21.5,20.1,Sandy,Pulses,DAP
56,129,95,29.5,24.6,25.4,Sandy,Millets,20-20
111,93,167,36.4,34.7,32.2,Loamy,Paddy,10-26-26
108,144,17,36.9,39.9,40.0,Loamy,Millets,Urea
131,81,147,32.5,63.8,12.7,Clayey,Maize,10-26-26
18,89,179,29.6,73.5,23.1,Red,Ground Nuts,14-35-14
130,41,18,32.1,79.5,50.6,Loamy,Maize,28-28
48,54,153,25.9,82.3,57.0,Black,Cotton,10-26-26
53,61,128,16.5,48.6,43.7,Clayey,Tobacco,DAP
91,133,143,29.4,70.9,21.0,Clayey,Millets,Urea
25,120,44,26.4,23.1,36.6,Sandy,Wheat,28-28
1,141,107,29.3,91.2,36.3,Black,Pulses,14-35-14
25,47,167,16.2,98.0,22.1,Loamy,Millets,Urea
19,45,130,29.8,74.3,52.8,Red,Sugarcane,20-20
43,133,204,41.9,24.3,26.4,Loamy,Cotton,10-26-26
50,70,47,32.5,31.8,52.6,Clayey,Ground Nuts,14-35-14
68,10,142,27.9,28.2,45.3,Black,Paddy,DAP
14,130,92,23.6,58.6,47.4,Sandy,Paddy,Urea
124,34,118,43.6,75.9,56.5,Loamy,Ground Nuts,DAP
9,121,144,18.6,40.0,36.6,Loamy,Wheat,28-28
140,97,105,36.4,91.3,39.1,Red,Wheat,28-28
11,80,73,32.8,30.5,43.3,Loamy,Cotton,10-26-26
72,1,7,23.4,25.7,46.4,Red,Oil seeds,DAP
111,7,35,17.5,51.5,42.9,Red,Paddy,DAP
85,49,166,41.8,47.4,24.4,Loamy,Barley,DAP
43,85,43,40.6,17.5,12.5,Clayey,Pulses,14-35-14
37,50,9,35.2,43.0,19.0,Loamy,Cotton,Urea
17,56,95,40.4,23.8,22.8,Sandy,Wheat,28-28
31,25,24,18.6,17.1,12.6,Red,Oil seeds,14-35-14
30,63,198,28.1,86.6,23.1,Clayey,Wheat,28-28
83,34,178,32.3,63.1,26.6,Clayey,Maize,DAP
29,52,137,27.1,99.4,53.4,Clayey,Millets,Urea
39,88,67,40.4,72.9,24.5,Clayey,Maize,28-28
53,64,139,42.7,18.8,34.3,Black,Pulses,14-35-14
12,82,28,21.6,58.3,15.1,Clayey,Oil seeds,14-35-14
107,81,76,40.8,73.8,10.5,Black,Sugarcane,20-20
87,15,150,32.5,79.9,30.3,Loamy,Wheat,DAP
4,73,51,33.7,25.3,25.5,Clayey,Paddy,DAP
98,142,84,26.2,32.0,44.8,Red,Millets,20-20
84,122,143,25.3,98.8,51.9,Clayey,Wheat,28-28
43,139,89,39.5,90.1,14.3,Loamy,Paddy,28-28
27,55,98,19.0,94.4,47.6,Red,Paddy,DAP
41,67,180,25.0,74.3,48.3,Black,Pulses,14-35-14
120,142,165,24.3,48.3,22.1,Loamy,Cotton,10-26-26
3,94,145,16.4,43.1,30.3,Red,Pulses,14-35-14
100,8,60,40.5,77.7,37.1,Red,Sugarcane,DAP
104,3,92,33.2,52.2,47.1,Loamy,Oil seeds,DAP
115,68,97,29.2,28.4,27.7,Red,Pulses,14-35-14
87,89,48,25.2,82.4,13.9,Black,Ground Nuts,14-35-14
67,129,48,35.8,70.9,11.9,Sandy,Ground Nuts,14-35-14
42,97,182,42.3,75.7,39.1,Black,Millets,20-20
112,85,113,40.9,55.3,13.4,Red,Ground Nuts,14-35-14
55,94,43,21.1,85.1,37.9,Clayey,Wheat,28-28
15,144,36,40.7,40.2,19.6,Red,Wheat,28-28
51,18,108,21.0,14.8,13.8,Red,Tobacco,DAP
68,54,9,28.7,42.3,12.6,Loamy,Ground Nuts,14-35-14
9,101,187,36.2,58.9,16.2,Loamy,Pulses,14-35-14
29,48,8,16.4,15.7,19.4,Clayey,Maize,17-17-17
39,62,146,38.5,14.9,48.1,Clayey,Tobacco,Urea
35,121,107,26.7,90.3,54.7,Sandy,Ground Nuts,14-35-14
20,91,126,16.7,94.1,12.5,Black,Pulses,14-35-14
4,119,20,32.4,38.3,24.0,Sandy,Barley,28-28
130,20,39,19.6,51.8,35.5,Sandy,Maize,DAP
108,97,183,44.0,95.2,26.7,Red,Wheat,28-28
80,65,18,43.5,21.9,18.1,Sandy,Maize,28-28
19,72,16,15.7,59.9,44.4,Black,Pulses,14-35-14
68,116,198,31.0,48.9,18.5,Sandy,Cotton,14-35-14
28,50,151,35.8,58.3,59.5,Sandy,Barley,28-28
29,87,202,20.1,47.1,27.3,Sandy,Sugarcane,10-26-26
26,108,75,36.2,30.1,47.5,Red,Oil seeds,14-35-14
58,95,189,20.5,58.1,52.2,Black,Pulses,14-35-14
17,81,171,28.5,93.6,43.0,Red,Ground Nuts,14-35-14
37,136,200,22.3,97.1,57.9,Loamy,Tobacco,17-17-17
3,22,47,37.1,18.4,12.5,Red,Paddy,Urea
0,134,184,16.4,95.6,45.6,Sandy,Millets,Urea
73,107,121,38.6,48.8,10.1,Loamy,Wheat,28-28
118,44,57,23.3,48.0,44.4,Red,Cotton,14-35-14
100,2,85,43.6,20.2,20.0,Loamy,Barley,DAP
119,65,3,17.7,75.5,23.6,Clayey,Maize,28-28
136,20,23,41.0,89.0,30.9,Clayey,Cotton,DAP
100,53,34,23.0,57.5,48.9,Sandy,Tobacco,28-28
98,80,1,15.3,49.2,26.5,Sandy,Ground Nuts,14-35-14
21,110,106,39.3,39.3,32.3,Black,Ground Nuts,14-35-14
83,102,38,16.6,23.0,38.4,Clayey,Millets,Urea
56,39,117,32.0,37.6,33.7,Sandy,Pulses,14-35-14
10,125,70,20.2,61.0,45.7,Loamy,Paddy,14-35-14
70,65,69,20.5,57.4,26.1,Black,Millets,Urea
38,144,44,41.0,74.9,15.3,Red,Oil seeds,14-35-14
83,88,78,34.3,85.8,38.9,Loamy,Barley,28-28
21,113,132,16.0,69.0,14.1,Sandy,Tobacco,20-20
78,122,175,45.0,32.9,15.2,Loamy,Cotton,10-26-26
97,1,93,35.0,37.0,55.5,Black,Barley,DAP
23,90,93,18.4,18.2,22.9,Clayey,Paddy,DAP
37,52,142,28.6,57.6,38.6,Black,Paddy,10-26-26
38,3,125,22.9,38.0,56.5,Clayey,Barley,DAP
20,38,101,44.3,19.6,51.1,Loamy,Maize,Urea
98,34,158,22.7,80.0,47.6,Black,Sugarcane,DAP
50,129,125,36.0,53.5,12.8,Black,Tobacco,DAP
9,113,75,26.9,94.1,26.9,Red,Sugarcane,Urea
132,89,25,24.5,24.8,42.8,Loamy,Cotton,Urea
46,94,12,28.5,53.5,13.8,Black,Paddy,10-26-26
61,101,173,43.1,44.3,32.3,Loamy,Barley,28-28
114,84,191,36.6,58.2,40.3,Clayey,Wheat,28-28
92,8,14,35.5,78.8,46.4,Sandy,Sugarcane,DAP
108,117,36,16.7,64.6,52.0,Red,Tobacco,20-20
72,90,204,15.8,77.2,41.3,Clayey,Barley,28-28
132,41,134,35.7,38.4,44.7,Clayey,Millets,Urea
128,86,73,30.4,43.5,26.4,Clayey,Oil seeds,14-35-14
57,69,52,38.4,74.5,51.7,Clayey,Barley,28-28
102,23,111,24.0,15.6,31.6,Clayey,Barley,DAP
104,2,45,38.2,32.7,41.1,Red,Paddy,DAP
23,34,23,30.0,92.4,17.3,Clayey,Pulses,Urea
14,10,192,37.6,40.6,32.4,Black,Maize,Urea
137,74,102,42.2,18.8,51.7,Clayey,Cotton,10-26-26
6,48,25,20.9,95.5,20.3,Red,Cotton,14-35-14
19,116,163,20.7,58.8,33.5,Red,Wheat,28-28
79,57,82,38.9,26.2,16.5,Red,Cotton,14-35-14
115,100,180,31.3,21.5,21.8,Clayey,Ground Nuts,14-35-14
21,65,20,21.5,18.7,10.9,Loamy,Sugarcane,17-17-17
84,16,79,30.3,26.1,31.2,Loamy,Barley,DAP
1,141,58,35.6,33.5,16.6,Clayey,Maize,28-28
1,40,122,42.3,46.9,41.5,Red,Cotton,14-35-14
98,132,80,18.0,52.6,57.0,Red,Wheat,28-28
105,136,176,22.6,19.8,23.4,Clayey,Paddy,10-26-26
124,113,205,25.5,41.2,49.6,Clayey,Oil seeds,14-35-14
74,13,130,27.2,65.3,15.4,Loamy,Tobacco,DAP
19,57,111,45.0,32.2,23.3,Loamy,Pulses,14-35-14
51,36,7,30.1,82.4,16.8,Red,Maize,28-28
31,32,125,30.7,32.3,49.1,Loamy,Oil seeds,14-35-14
29,136,153,27.0,50.0,35.7,Sandy,Pulses,14-35-14
43,54,136,15.6,26.4,42.9,Clayey,Cotton,10-26-26
76,109,68,28.4,74.9,46.6,Loamy,Sugarcane,20-20
29,70,197,32.5,39.8,11.7,Sandy,Ground Nuts,14-35-14
42,48,41,39.4,75.5,22.4,Clayey,Oil seeds,14-35-14
84,99,103,15.9,69.4,23.9,Loamy,Sugarcane,20-20
124,123,29,30.2,28.0,58.0,Black,Sugarcane,20-20
18,4,74,37.9,26.4,10.4,Sandy,Tobacco,Urea
26,82,127,21.0,78.5,47.3,Loamy,Millets,Urea
96,110,15,39.4,64.6,20.5,Black,Paddy,17-17-17
25,132,21,37.2,16.5,37.1,Clayey,Paddy,Urea
116,29,25,25.8,99.6,34.0,Loamy,Ground Nuts,DAP
129,112,133,39.0,52.8,45.9,Sandy,Maize,10-26-26
71,73,16,28.9,35.1,55.7,Sandy,Ground Nuts,14-35-14
139,98,141,31.3,25.1,28.8,Loamy,Barley,28-28
140,137,182,21.6,28.2,30.3,Sandy,Sugarcane,20-20
33,34,130,17.5,98.7,43.3,Black,Sugarcane,Urea
102,72,115,43.9,96.9,24.5,Black,Cotton,28-28
90,91,62,27.4,22.6,35.5,Sandy,Paddy,17-17-17
99,138,57,21.4,34.6,24.1,Black,Millets,Urea
42,73,176,44.0,43.4,26.9,Sandy,Pulses,14-35-14
30,114,25,44.4,69.9,47.1,Loamy,Wheat,28-28
66,89,145,26.1,80.2,50.5,Clayey,Maize,10-26-26
105,122,197,30.6,17.2,14.0,Black,Paddy,10-26-26
130,75,203,21.5,60.6,58.4,Loamy,Ground Nuts,14-35-14
84,10,68,16.5,26.9,36.9,Sandy,Paddy,DAP
114,30,10,19.3,15.2,38.3,Clayey,Maize,DAP
102,100,20,25.3,96.0,55.2,Loamy,Cotton,28-28
24,129,120,38.0,55.7,17.5,Red,Barley,28-28
50,4,12,21.4,66.3,14.2,Sandy,Maize,DAP
93,4,21,23.0,16.7,16.0,Red,Cotton,DAP
68,103,160,19.0,61.0,37.3,Red,Paddy,10-26-26
75,108,38,43.9,92.9,48.2,Red,Sugarcane,20-20
127,76,187,25.7,81.8,21.7,Loamy,Oil seeds,14-35-14
73,23,48,26.6,49.9,12.2,Sandy,Paddy,DAP
28,13,78,30.2,84.1,56.8,Black,Wheat,Urea
92,19,157,40.4,56.4,33.6,Black,Oil seeds,DAP
17,72,160,43.0,76.4,55.9,Sandy,Wheat,28-28
119,100,33,25.0,23.2,21.9,Black,Barley,28-28
90,143,188,28.8,40.4,11.8,Black,Paddy,17-17-17
34,20,177,24.9,37.9,19.2,Red,Pulses,14-35-14
65,136,91,34.9,34.4,34.5,Black,Barley,28-28
54,0,100,21.1,77.8,12.6,Sandy,Wheat,DAP
45,121,30,24.6,91.9,16.3,Sandy,Pulses,14-35-14
